content,score
Bikin apk kok malah kwalitasnya turun dr yg lama adehhhh,1
"Wondr Bagus... Tampilan lebih fresh, tingkatkan dan lengkapi fitur-fitur di Wondr Jadiin maumu dgn Wondr by BNI",5
"Gajelas, suka bug dan error",2
Sering NGEBUG dan selalu verifikasi ulang kalo mau pakai,1
Mau bayar listrik apknya minta update terus kenapa ya dan gimana solusinya.apk wondernya tidak minta update tp apk byr listrik,5
Tidak bisa tarik dan stor tunai,3
"Tolong kenapa ga bisa top up apk, ini gimana sihhhh",1
SISTEM PERBAIKAN MULU!!!!!!!GATAU LG URGENT MEMDING PAKE BNI MOBILE BANGKING AJA!!!!!!,1
ngga sengaja ke unistal diinstal lagi tidak bisa,1
Segera adakan fitur tarik tunai tanpa kartu,4
Knp kok sering ga bisa dibuka ya apps nya?,3
Uda download tapi ga bisa daftar krn foto ga kedetect terus kesel lama2 ku hapus aja aplikasinya ga berguna,1
Bagus yg lama.. aplikasi banyak bermasalah,1
"Aplikasi yg menarik, eyecatching dan mudah d gunakan...",5
"menu belum lengkap, tolong tambahkan menu pembayaran Pertamina Gas LPG 3kg",3
Susah bgt mau buka nya... Ga muncul2 login nya.... Hadeuhhh ga bs buru2 klo lg urgent,3
gangguan sama perbaikan terus🥲,3
"wah arah nih wondr, 25/11/2024 seharian gak bisa di gunakan aplikasinya...",2
Ini apk wonder kepimen .... Ganing eror bae ..... Bagusan apk yg lama ..... Benerilah aja kesuen,3
QRIS pada wondr responsif dimana transaksi dengan QRIS lebih cepat dan sat set,5
menyenangkan,3
Ribet sdh beberapa kali verifikasi wajah disuruh kedipkan mata ujung2nya waktunya habis katanya ga ngerti apa maunya,1
Setelah update ngak bisa masuk sering close Mohon kejelasan min 🙏🙏,2
Cara tarik tunai tanpa kartu d wonder bagaimana? Ko ga ada fiturnya.,3
"Sdh dftar login msh kluar sendiri,hrs dftr lg....app gk bs dgunakan",1
Tidak ada menu tarik tunai tanpa kartu,1
"verifikasi wajah sulit,instruksi yang di beri sangat BODOH",1
Ayo dong perbaiki Masalah nya secepatnya kita ga bisa narik uang ini,3
Kalian bisa menyelesaikan masalah saldo saya yang tidak kembali apakah kalian bisa menyelesaikan nya atau tidak jangan kayak bocah SD banyak bertele kayak taik.,1
"Drama kali buat scan wajahnya, makin hari makin dipersulitaj bni ini. Apalah dia",1
Lama masuk loginnya,3
Mantap dan luar biasa produk baru bni,5
Saya belum bisa update utk bayar token listrik,4
Aplikasi sampah.. Buat verifikasi wajah susahh ribettt.. Udah ikutin petunjuk padahal,2
Sudah verifikasi kode otp di email sesuai yg dikirim sampe 6 x tetap salah,1
"Bagus, mudah dan aman",5
"Kecewa sekarang pake apk ini,mending yg lama",1
"Wonder aplikasi buruk,mobile terburuk eror terus.",1
Makin Keren wondr by BNI,5
Transaksi lebih mudah terimakasih wonder BNI,5
mantab pelayanan,5
Ok bgt aplikasi terbaru.mudah dan simple mau trnsaksi apapun,5
Aplikasi nya gk bs kebuka sring gangguan,3
"Aplikasi mantap, memudahkan transaksi🙏",5
Transaksi lebih cepat dan aman,5
Susah amat daftarnya.... Mau dipake gak nih aplikasi,3
sering banget eror. malah di suruh verifikasi lagi.,2
Lancar proses nya cepat sekali.,5
Wonder sangat membantu mempermudah transaksi,5
fitur tidak lengkap,1
"Untuk sementara saya kasih bintang satu dulu, soalnya loginnya susah, terima kasih",1
sewaktu saya pakai BNI mobile banking buat transfer ke ovo bisa. sekarang dialihkan ke wondr malah tidak bisa.,1
aplikasi nya sangat lma masuk nya,1
"Aplikasi buruk, lebih baik pakai mbanking bni dri pada wondr",1
Optimalisasi hampir setengah hari saya perlu trasaksi jadi gak bisa. Rugi kalo lama2 tolong segera di selesaikan senin 25 nov 2024,5
Aplikasi sering banget error,1
Udah finger malah log out sendiri aplikasi aneh,1
Sangat mudah untuk transaksi keuangan,5
Ganguan mulu apa sih mau nya. Org mau cek gaji jdi susah,2
Ntah kapan fitur tarik setornya ada di aplikasinya,1
Minta tolong dong min segera aktifkan lagi apk wondr by bni nya,2
Ribet daftar ny gak bisa masuk ah males jadi ny,1
"ribet. verifikasi wajah sperti apa dimaksud, kok susah sekali. coba lagi esok, coba lagi esok",2
Terbaik. Akhirnya bni ngeluarin super app,5
siip memuaskan,4
Susah banget mau daftar harus verivikasi wajah,1
Dengan Wonder by BNI transaksi jadi lebih mudah dan sangat membantu dalam rekap keuangan.,5
TIDAK ADA FITUR CETAK REKENING KORAN DAN TARIK TUNAI DAN SETOR TANPA KARTU DI ATM. TOLONG DI TINGKATKAN,1
Ganti aplikasi bni ini kok susah dipakai sering eror,1
Gagal terus untuk aktivasinya,1
Aplikasinya sangat kembantu saya untuk mengelola keuangan dan mentransfer.,5
Sudah seharian eror terus gak bisa transaksi ...,2
Luarbuasa nyaman dan mudah,5
"Kenapa ya kok g bisa login..padahal udah kedaftar,,",3
Lumayan bagus. .tapi kenapa pada bukti transfer. Sumber dana nama nya misal ci*** ba*** 🫠🫠🫠,3
Anehh bangett kadang tiba2 ga bisa transaksi,1
Bang kenapa saldo di bawa 1.000.000 gak bsa di transfer,5
Bagus tapi harus terus ditingkatkan,5
"Gampang di pake, enak di pandang Pokoknya the best",5
"Kurang bagus, saya tidak bisa registrasi,",1
belum bisa tarik tunai via aplikasi ya. ? wkwkwkw,1
verificasi wajah susah gagal mulu ....,2
"TERLALU BANYAK PRODUK² BNI YG TIDAK BERMUTU SALAH SATUNYA APLIKASI INI,SUDAH JELAS² BAYAR TOKEN LEBIH ENAK LANGSUNG DI MOBIL BANKING KENAPA LARI KESINI?CUMA BIKIN BINGUNG NASABAH,BUKANYA MEMPERMUDAH MALAH MEMPERSULIT NAMANYA INI.. LOL",1
Ini saya mau tf ko gabisa ya udah 2 hari loh ini min. Mana penting bgt lagi,4
Aplikasi g jls sulit uk masuk...tlg di hapus aja appnya,1
Parah sering gangguan,3
Suruh update tp g bs .. gagal terus 😭,1
Sangat memuaskan selalu update terus,5
Ada apa ini. Maintance nya lama banget hampir seharian!!!!!!,1
semoga sukses selalu,5
Sulit sekali utk verifikasi . Tidak seperti aplikasi perbankan lainnya,3
Bahaya ini. Gw isi pulsa lewat wonder gagal. Tp s aldo gww kaga balik. Sampe sekarang Zonk. Udah kirim @mail gk ada jawaban OTW DELET WONDER,1
Sumpah pake wondr bukannya lebih sat set malah lelet banget,1
Loading di awalnya lama bangettt. bahkan aku nunggu 5 menit an belum juga masuk,5
Aplikasinya cepet dan mudah banget lebih friendly,5
"simpel, lancar semua",5
"lebih cepat,praktis aman",5
"Mempermuda tdk lg hrs k bank utk membuat mobile banking, ckup hp.. Jd tdk antri lg d bank..",5
"Gagal terus verfikasi, aplikasi blm siap sepertinya.",1
"Tolong dong, eror trss banyak bgt kendala, saya jdi susah ambil uang",1
Mau tanya kak klu batas transfer perhari wonder berapa ya soalnya kemarin mau transfer 13 juta gk bisa,4
Lebih mudah bertransaksi..keren..,5
Aplikasi gagal Woy cepet mau log in saya..,1
Susah seken muka ampek 3 hari gak bisa masok apa karna hp nya solusi nya kek mana,3
Kenapa ini perbaikan lama banget??,1
Simpel dan tampilan aplikasi menarik,5
Pernah dimarahin kang pecel lele karna notif gak masuk anjayy.. gatau dari BNI nya atau Wondrnya. Bisa ga sih gercep gituuu??! Ah elah,2
Tiba² gak bisa login seharian,1
"aplikasinya cepet, memudahkan juga sih untuk pembayaran qris",5
"Hallo BNI kok sy tdk bisa buka aplikasi BNInya,",3
"Klo emg blm siap segala fiturnya, ngapain diluncurin. Aneh banget! Mending testing nih aplikasi ke karyawan kalian aja sendiri aja dulu. Minta feedback dan segala saran kritiknya. Baru diluncurin klo emg sdh gak ada kendala.",1
puas dengan wondr,5
sampai saat ini aman,5
"Transaksi pakai wonder bni sangat bagus,dan cepat keberhasilannya",5
Tampilan lebih menarik dan penggunaan lebih simple,5
Simple dan cepat bertransaksi,5
Lumayan cepat walaupun ada sedikit kendala saat pembuatan akun tapi oke kok,5
Aplikasi ok keren tapi harus lebih bnyak yg di perhatikan,5
Padahal yang biki scurity nya,2
Aplikasinya sangat cepat dan fitur lengkap,5
"Aplikasi ga guna,dikit2 gagal,dikit2 coba lagi besok",1
kenapa apk nya gabisa di instal,1
Transaksi pakai wondr makin cepat dan lancar,5
Aplikasinya mudah dan cepat the best pokoknya👍,5
"Bole g no rekening pribada aku msuk di wondr by BNI,ko g di minta no deby kita ni""",3
banyak kali eror nya min..,2
"Alhamdulillah sudah berfungsi dgn baik, & sangat memuaskan",5
Lebih mudah untuk transaksi dan modern,5
"Lebih simpel, mudah dan cepat dari BNI mobile banking",5
"lebih menarik fiturnya, ceria dan penuh warna",5
"Buat aplikasinya yang benar ya ges, kita bukan main game tapi transaksi keuangan",1
Verifikasi wajah tidak bisa pakai kamera pop up. Hhhhuuuu,1
Aplikasi lebih menarik dan lengkap dengan laporan keuangan..,5
"Wondr by BNI,keren abis Aplikasi perbankan digital untuk mewujudkan keinginan Jadi hidup lebih wondrful!",5
Tampilan yang lebih menarik dan lebih simpel,5
Kendala sistem terus menerus setiap diberanda,2
Aplikasi nya membantu buat transaksi apapun jadi lebih mudah,5
Sudah di daftar tidak bisa. Buat apa muncul di BNI saya.,3
"User friendly sekali, respon cepat, mantap",5
"Aplikasinya sangat bagus, lebih lengkap dan lebih praktis",5
Banyak lag lama,1
paraktis dan hebat 😘😘😘🎉,5
KALO TROUBLE LAMA SEKALI HAMPIR SEHARI APLIKASI NYA BAGUSAN YANG LAMA,5
Aplikasi yg sangat membantu dan sangat baik untuk nasabah BNI 👍👍👍,5
Aplikasinya fast respon dan lebih berwarna,5
Melayani dengan hati. Joss,5
Ribet mau bayar VA Shopee malah masuk ke ewallet,2
Kok tidak ada menu tarik tunai tanpa kartu,3
Cepet banget and nyaman buat transaksi nya,5
"Transaksi di BNI lebih cepat, dan lebih lengkap",5
Mudah cara pakainya,5
"Aplikasi terbaru ini lebih simple,informatif dan nyaman digunakan.",5
Transaksi cepat dan mudah Full color,5
Bukti mutasi lama keluarnya,1
Tampilan lebih menarik dan lebih real time,5
Gimana yaa saya bingung dengan wondr baru buka rek trus setoran yg saya beri senilai 70 totalnya. Terus saya setor lgi pokoknya dgn jmlh keseluruhn 191 nah ktnyaa min sisa 50 di atm tp ps saya mau narik dan sisain 50 trus cek liat sldo kok 19.500 lgi gimna tu critnya. Apa saya yg kurg phm .mohon di beri penjelasan,3
Hadeh fitur auto top up nya maintenance terus,1
ga ada cardless,1
Verifikasi wajah susah..... Lebih mudah BNI mobile,1
"Susah daftar OnLine, tdk berhasil trus, mau registrasi wondr by BNI",1
Saat pertama buka aplikasi loadingnya sangat lama,3
"Lancar jaya, untuk urusan transaksi. Gak pake lama",5
Aplikasinya cepat dan tampilannya menarik,5
menyala wondr kuuhh,5
"Aplikasi Sangat Sulit Verivikasi Wajah, Hapus aja aplikasi ini, gak guna",1
Hari ini seharian tidak bisa di Buka. Pembaruan kok sampai sehari. Sangat merugikan,1
"Mantap!, pakai wondr transaksi lebih mudah",5
Menunya lebih lengkap dan lebih mudah digunakan,5
Setor tunai tampa kartu Tarik tunai tampa kartu,3
Aplikasi cacat deteksi wajah salah terus,1
Selalu gangguan di pagi hari pas mau log in,4
"Over all bagus, tetap semangat untuk melakukan update",5
aplikasi cacat sering gagal transaksi,1
Sangat membantu transaksi via digital,5
Transaksi jadi lebih cepat dan simpel,5
Untuk sementara bisa lah,5
Transaksi jadi lebih cepat saldo terupdate dgn jelas,5
"Bka rekening bsa lwat aplikasi ini,trs bnyak promonya.",5
Jadi mempersulit kalau bayar token listrik harusnya bisa mbanking aja ini install lagi aplikasi lain...,1
Tampilan menarik dan fast app,5
Cepat praktis bermanfaat dan menguntungkan,5
Wondr lebih mudah dan cepat untuk bertransaksi,5
Transaksinya jadi lebih mudah dan cepat,5
Gangguan Mulu dari pagi ???,3
Bayar pakai qris sudah bisa sat set anti lama dan lelet,5
"lebih cepat, tidak banyak pin atau password",5
pokoknya ok lah....👍🏻👍🏻👍🏻,5
Perbaikannya seberapa lama?,1
Lebih simpel dan mudah..serta lengkap,5
Sangat Membantu dan memperlancar urusan,5
"Sensornya verivikasi gajelas, susah banget verif wajahnya",2
"Aplikasinya makin ganteng aj, tambah simpel..👍",5
UI Bagus dan Mempermudah Bertransaksi,5
Tidak bisa melakukan pengirim,1
Gangguan terus,2
Sangat cocok buat saya👍,5
Bayar QRIS pake aplikasi wondr lebih cepat dan simpel...,5
"Lebih bagus dari mbankin bni, ada banyak promo juga buat transaksinya",5
Tampilan menarik dan fitur yg lebih mudah,5
"Lebih mudah, lebih menarik banyak promonya juga 👍",5
"Desainnya bagus, simpel dan cepat",5
Kak setelah update saya apdute kok gagal terus bagaimana,1
"wondr sangat"" bagus dan memudahkan dalam bertransaksi",5
Keren aplikasi.. semoga bisa update appnya lebih baik lagi,5
"Masa ga bisa loginn, coba teruss dah berkali-kali",1
mantap sekali,5
Lebih cepat ndak ribet,5
lebih puas pakai wondr,5
Aplikasi keren dan lebih mudah dalam bertransaksi,5
Baru mau daftar masa cek wajah nya gakbisa bisa,1
semakin ok,5
Transaksi lebih mudah untuk qris dan e-wallet...,5
lucuw bgt dan lebih cepat bertransaksi pakai wondr🔥,5
"Sungguh canggih nih apl dan gampang segala urusan transfer,di semua bank atau e walet.",5
"Mempermudah transaksi ,lebih komplit",5
Mudah untuk transaksi,3
Ui nya hampir mirip dengan livin Mudah di mengerti dan sangat sat set,5
Error gak jelas,1
"Aplikasinya mantaaap, cuma sayang peraturannya gak ada buat ganti pin/pasport..mkc",5
"aplikasinya keren, ui nya gak bikin pusing",5
Aplikasinya kekinian banget dan cara daftranya super gampang,5
Keren transaksi jadi lebih mudah dan nyaman,5
"Mantap,lebih mudah,banyak promo discount",5
"Udh pernah terdaftar dan harus ke cabang, padahal blm pernah sama sekali punya bank BNI. Ya sdh hapus saja",1
selangkah lebih maju dgn wondr by bni,5
Sering kali terjadi kesalahan Mulu saat transaksi antar bank lainnya atau sesama bank.,3
"Sangat membantu sekali, lebih simple dan gak ribet 🙏",5
"Taiklah, ga bisa di buka bangke",1
Transaksi sekarang lebih mudah dan lebih simpel,5
Salah masukin password 2x langsung gabisa di login lagi,1
"Transaksi pakai wondr jadi lebih mudah, tidak harus ke bank.",5
"Udah top up tapi saldo ga masuk PPK lah ga usah make ini gaes, penipuan",1
"luar biasa, sangat cepat dan warnanya keren",5
"Keren sekali, lebih gampang dan cepat",5
Verif muka selalu gagal padahal udh ngikutin intruksi nya,1
Banyak update baru dan user interface lebih menarik,5
"Tampilan keren, cepat, dan futuristik",5
App pendatang baru yang sangat menarik dan mudah! Nice!!!🔥,5
"transaksinya lebih mudah, banyak promonya",5
kren APK ini,5
Ribet ah. Harus upload foto ktp. Gak seperti BNI Mobile,1
Transaksi lebih gampang dan menyenangkan,5
mantappp dah pokoknya,5
Aplikasi yang bagus,5
Kacau wonder by hari ini Ngeri jg klu kyak gini,1
"Saya ingin bayar UKT, kenapa sistemnya gak bisa Mulu ya?",1
Mantap jadi lebih mudah untuk teransaksi.,5
Tampilan keren..pake qris jadi lebih mudah,5
cepet gak ribet,5
"Keren sih ini, quick acces nya beneran sat set",5
Sering banget trobel sampai berhari hari gak bisa dibuka...,2
aktifasi kartu yang tidak aktif lewat wonder ga bisa apa min?,4
"Aplikasi yg bagus, jadi lebih mudah dan praktis",5
login susah udh verifikasi ke 8 kalinya tetep ga bisa,1
warna warniii jadi terlihat cantik untuk tampilannya😍,5
Transaksi jadi lebih aman mudah dan lebih cepat,5
Bagus untuk aplikasi jadi mempermudah,5
kereeennn bangetttt...tampilan cerah fiturnya ok 👍👍,5
aplikasinya bagus dan sangat membantu dalam melakukan transaksi keuangan,5
Aplikasi nya sangat mudah dan cepat..,5
Wondr By BNI mantap 👍👍👍👍👍 semoga di tingkatkan lagi yaa supaya ada mobil tunai dan bisa setor tunai tanpa kartu,5
Wey yg bener ajh seharian eror kaga jelas banget ini bni bikin orang risih,1
"ccad kali apk buatan sapa ini lemot poll, mending BCA mobile sumpah simple gak ribet gak banyakan opsi",1
Transaksi jadi mudah dan losss gak pake ribet,5
Semakin mudah aplikasinya,5
Aplikasi simpel dan akses lebih cepat 👍👍,5
"Bagus, bermanfaat, transaksi menjadi lebih mudah.",5
Sayang nya gk bisa transaksi tanpa kartu,3
Aplikasi baru lgi mantab 👍👍👍👍. Lebih simpel n lancar,5
"Aplikasi oke , tampilan oke , mempermundah trx",5
wondr jadi teman finansialku🥰,5
aplkasinya jadi lebih menarik bgt semoga lebih baik lagi wondr by BNI,5
makasih wondry BNI,5
Ngga jelas aplikasi nya inimmk,1
bagus tapi belum menarik untuk migrasi dari bni mobile banking,4
Memudahkan dalam bertransaksi,5
Lebih praktis dan memiliki fitur untuk rekap pengeluaran kita 👍🏻,5
Bayar QRIS cepat banget... 3 klik selesai... Mantab... 👍🏼👍🏼,5
Verifikasi tambahan dr mn,5
Harapan agar lebih baik,5
Simple dan sangat mudah aplikasinya,5
Tdk memuaskan,2
"lebih ringan, cepat dan responsif",5
"Keren tampilan nya lucu ,beda dengan yg lain🔥🔥🔥",5
"Susah ngambil foto wajah, mohon diperbaiki lagi",1
"Verifikasi wajah susah banget padahal sudah sesuai panduan, mending pake BNI mobile yg lama aja deh",1
Memudahkan cara bertransaksi,5
Gagal mengirim Saldo rekening bank SDH tetpotung tinya bayak alasan bukti nya SDH ada semua Bni Krang bagus pelayannya tidak maumuaskan,1
Aneh. Tiap log in harus ulang isi data diri mulai dari foto KTP.,1
Wondr by BNI memang oke.,5
Apk nya gak enak gak bisa buat top up jugaa,1
mantap aplikasinya n banyak promo wondrnya..,5
"Aplikasi Wondr BNI yang Luar biasa, Mempermudah layanan Digital Mobile Banking",5
Aktifasinya sangat mudah dan simpel,5
Apps nya lebih modern dan makin mudah,5
Aplikasi terbaru dari bni yang sangat membantu untuk transaksi,5
"Scan qris tinggal satset, mau tau mutasi rekening tabungan dan mutasi kartu kredit juga cepet 👍",5
"Mantap, sangat membantu semua transaksi digital",5
Lebih simple dan tampilan menarik,5
wonder memang oke,5
tidak ada notifikasi uang masuk d email,3
Perbaikan apa lama x dari pagi,1
Kenapa sering ganguan,5
Terbaik BNI 😇,5
Wow keren bgt bayar pke qris wondr Lebih cepet dan banyak promo gaess,5
Pelayanan lama,1
Tampilan lebih simple dan menarik,5
"Menarikk, dan simple juga pemakaiannya",5
trimakasi atas pelayanan Bni,1
"Tampilan keren, trx lebih simple",5
"Buruk,perbaikan trus",3
Aplikasi lebih simpel dan tampilan menarik,5
"Sangat membantu, layanan 24 jam, cepat dan tepat",5
Transaksi lebih cepat dan nyaman...,5
Terlalu lama di verifikasi wajah. Padahal udah ikutin panduan tapi tetap gagal,3
"Lebih menarik tampilan nya, dan lebih mudah",5
Pengalaman bertransaksiblebih mudah,5
Buruk sekali tidak bisa qriss transaksi sering gagal,1
Kok sering eror yah ....,1
Sangat membantu sekali untuk cek saldo kartu debit dan kartu kredit,5
Sangat membantu joss,5
"Baru tf dikit udah limit , ga jelas bgt, jgn buka rekening di bni pasti nyesel ,, mending bank lain aja , mandiri atau bca dll",1
Sangat memudahkan dan mempercepat transaksi,5
"mantap apk-nya, mudah dalam penggunaan",5
gangguan 1 hari full,1
Pelayanan kurang,1
"Sangat mudah di gunakan, tampilan semakin fresh!!! Goog Job BNI 👍👍👍",5
Simpel itu keren,5
Hari ini 25/11/2024 wonder tdk bisa di buka...,3
"User friendly, lebih mudah dan cepat",5
sgt membantu,5
"Mau dipake, kok g bisa dibuka?",3
mantulll pokok nya,5
Sangat mudah untuk digunakan dak bagus sekali,5
Sangat membantu 👍,5
Aplikasinya simpel dan friendly banget,5
mantab... puas banget,5
Terlalu rumit untuk verifikasi wajah selalu gagal untuk registrasinya.,1
"Gagal transaksi aja terus, uang saya mau disimpan terus?",1
Sangat membantu..,5
"Sangat membantu, dan transaksi mudah sekali",5
jadi lebih mudah dan cepat untuk bertransaksi,5
Aplikasi apaan gangguan Mulu,1
Aplikasi wajah berhari2 ga bisa,1
Pelayanan buruk tidak bisa daftar,1
"Emang BNI salah satu bank dengan pelayanan terburuk mau apapun caranya, emang kayaknya BNI berusaha jadi yang terburuk, bukan yang terbaik wkwk Mau TF aja susah pakek ini",1
Banyak gangguuuan,2
pelayanan ramah bisa dilakukan sendiri dirumah karna sangat mudah,5
sngata membantu,5
mantap kali kau bang,5
Lebih modern dan mudah banget aksesnya,5
"Tolong d tingkatkan pelayanan, setiap mau transaksi petang hari, pasti aja gangguan.",3
"Pembaruan sistem trus.mau ngapain"" susah",2
Terima kasih banyak,4
Aplikasinya keren dan sangat membantu dalam bertransaksi,5
bagus ... tapi sayang ubah cicilan kok dak ada di kartu kredit,4
Transaksi pake QR saldo terdebt tapi uang gak masuk k tujuan 😥,1
Lebih simpel dan tampilan makin keren👍,5
Tampilan lbh menarik dan lbh cpt..sukses utk wondr by BNI,5
Min kok BNi hari ini ga bisa dibuka ya pas login ada bacaanya fitur sedang tidak tersedia kenapa ya min,3
Transaksi menjadi semakin lebih mudah dan cepat,5
sangat memuasakn,5
"Saya selalu d mintai kode verifikasi email,padah sudah berkali-kali masuk,kadang minta kode otp sampai 3 kali,capek rasanya",1
puas sekali,5
Aplikasi mobile banking yang cepat dan ga ribet,5
"Aplikasinya Keren, lebih mudah penggunaanya.",5
Udah di gunakan dan lebih cepat dan praktis,5
"Siap-siap potong gaji ya, bang dev",2
Wah aplikasinya sangat membantu dan membantu dalam pengelolaan finansial juga,5
SEBENARNYA SIMPLE. TAPI MALAH KEMUNDURAN DARI APLIKASI BNI,2
Segala sesuatu jd lebih simpel dan mudah,5
"Lebih simple cepat dan aman penggunaannya,,best wondr BNI",5
"Mantabs... Wondr memang keren,,colour full, cihuy banget, transaksi mudah , jadiin aja maumu .....gasskeeunn",5
"sangat inovatif dan kreatif, yang memudahkan dalam melakukan transaksi, good job BNI",5
Kenapa sering eror sih,2
"Kereen bangettt, fitur melimpah, tampilan bervariasi dan sangat memudahkan ⭐⭐⭐⭐⭐",5
Sangat mudah dan tampilannya begitu menarik,5
tampilan aplikasinya lucu bangett dan warna2nya super fun,5
"Fiturnya kurang lengkap, gak kayak yang dulu",3
Verifikasi email nya selalu bermasalah,2
Aplikasi yg mudah cepat & sangat membantu,5
"aplikasi membantu , saran riwayat transaksi lebih informatif lagi",5
Keren banget semua transaksi jadi mudah,5
Ak dpt SMS dr BNI di suruh download wonde by BNI tp ko GK bisa2 LBH baik pakai yg LM aj BNI banking aj pusing malah,2
Lebih simple lebih mudah lebih lengkap,5
"Kedipkan mata mu... Udh 20x coba gk berhasil. Apa aplikasi ini gk di coba dulu, baru di tampilkan di publik.",2
Aplikasi bagus. Sy sering menggunakan untuk pembayaran qris krn praktis.,5
Agar lebih baik lg,3
"User friendly, tulisan lebih besar, warna lebih mantabs",5
Aplikasi yang sangat baik sekali dan membantu saya dlm bertransaksi,5
Penggunaan mudah dan kita bisa mengetahui mutasi transaksi dalam satu genggaman...,5
"kerennn untuk analisa, transaksi, dan merencanakan keuangan jadi lebih mudah",5
Tampilan lebih atraktif dan lebih simpel,5
Aplikasinya sangat bagus dan mempermudah transaksi,5
mantap wonder nya,5
"Kode OTP, tidak bisa di pakai saat di kirim ke email, mohon di perbaiki",5
"verifikasi wajah susah banget sampek capek tolong dong dibenahin jangan nyusahin, org mau gampang makanya pake wondr malah dibikin susah!!!",2
Min kok di aplikasi ini gak bisa tarik tunai tanpa kartu sih,3
"bni sangat membantu saya dalam bertransaksi kemana saja, dan sangat muda..topp banget dahh",5
Ga bisa d akses,1
"Sangat bagusssss,kereeennn,eazzy penggunaan,penuh warnaaaa...mantappp wondr",5
Banyak promo menarik dan super cepat,5
Minta tolong nanti ditambahkan juga untuk pengajuan naik limit CC BNI di aplikasi wonder belum ada,5
Masih ada menu dimobile banking yg tidak ada di wondr.,4
mantul aman terpercaya,5
Login susah sekali,1
"Tampilan aplikasinya lucu banget, beda sm bank sebelah",5
Tampilan lebih menarik dan simpel,5
Tampilannya sangat mudah di pahami,5
"Mudah di gunakan, tidak ribet, aman & nyaman",5
kendala dalam perbaikan mulu gajelas,1
Pembaruan sistem di jam sibuk.,1
"Mudah digunakan, jngn banyak mikir segera download dan nikmati kemudahan transaksi dengan wondr BNI",4
Bisakah melakukan tarik tunai tanpa kartu dengan aplikasi ini?,4
Kenapa akun ku keluwar sendiri mau lokin kg GK bisa,3
SGT baik sekali,5
mudah dan sangat terjangkap setoran awal,5
Suka gangguan,1
Notifikasi pembayaran lewat qris delay atau telat masuk,3
"Wahh,, dengan adanya aplikasi wondr by Bni semua makin mudahhh... terimakasih BNI",5
mau bayar paket eror mulu daritadi kesel,1
"Bayar QRIS di wondr cepet banget, cuma 3 step selesai. klo ada yg cepat ngapain cari yg selowwwww",5
Lebih baik lagi,5
UI friendly dan mudah digunakan,5
lebih mudah digunakan dan lebih rinci transaksinya,5
Wondr by BNI ini aplikasi yg sangat membantu untuk transaksi perbankan tanpa repot tanpa ribet,5
susah banget co verifikasi muka nya gagal mulu di pendaftaran,1
"tampilannya keren , mudah penggunaannya , gak pake ribet",5
"Keren dan mudah digunakan,,, mantab wondr BNI",5
Kekuranganya kalo udah bikin di hp A tidak bisa di pindah ke hp B. Gak ada menu Login di hp B,1
utk saat ini ok,5
Aplikasi nya error kadang masuk kadang engga,2
"Wondr by BNI lebih simple,praktis dan mudah digunakan",5
Senang punya aplikasi seperti ini,5
Aplikasi lebih cepat dan mudah dipahami.,5
Transaksi QRIS lebih mudah dan efisien,5
SIMPLE DAN MENJADIKAN MUDAH SEMUA YANG KU BUTUHKAN SESUAI LAYANAN DI WONDER BY BNI,5
"Gak jelas sekarang, tf sesuai batas minim di bilang gk cukup...",1
"Baru bisa di gunakan pagi jam 5.00,,,😁😇😇😇 dari Senin 25.11.24 Eror,,,",5
Transaksi jd lebih mudah dan cepat.,5
mantep pake wonder,5
Mantap inovasi nya,5
Aplikasi Gokil Yang Membuat transaksi jadi mudah ..,5
lebih praktis dan mempermudah transaksi,5
lebih simple dan mudah utk bertransaksi,5
masa tiba-tiba aplikasinya terhapus sendiri wkwk,1
semoga di perbaiki dan gak jadi halangan saya beri bintang tiga 🙏,3
mantap tenan,5
"Memudahkan kalau GK ada uang cash bisa TF,,dan bisa cek saldo tanpa ke ATM Lngsung",5
"Verifikasi wajah yang sangat buruk, gagal terus, intruksi tidak jelas",1
"verifikasi wajah sudah 1 Minggu ini eror terus,padahal saya semangat ingin menggunakan aplikasi dari BNI ini",1
BNI WONDR emang MANTAFFF,5
terlalu sering update kasian yang memonya penuh seperti saya😭👊🏻,1
Pembayaran dan transfer lebih cepat dan mudah,5
Memudahkan semuanya,5
lebih mudah untuk transaksi.. cepet banget,5
tolong dong tambahin fitur Mobile Tunai disini.,5
SANGAT SANGAT KECEWA SBG PENGGUNA BARU APLIKASI INI. APLIKASI GK BISA DI BUKA PADAHAL JARINGAN PENUH. LALU APA GUNANYA BIKIN APLIKASI KL GK BISA MEMBERIKAN PELAYANAN YG BAGUS?!. YG NOTABENE BANK NEGARA SEHARUSNYA LAYANAN NYA BISA DI ANDALKAN DONG...,1
Daftarnya susah gagal terus. Mendingan mbking BNI.,1
Tolong untuk pengaturan bacground apk wondr ad pilihan warna hitam atau abu abu...kalo putih silau banget,4
saya tidk bisa masuk m bngking ini,2
mantap BANK BNI,5
Maaf kak saya bingung banget masak saldo saya minus... Ini gimna ya sebulan abis 20.000 adminnya,3
Paraaaah aswww dri jam 12 kgk jalaaaan2 parahhh cok,1
Sangat bagus aplikasinya dan mudah di gunakan.,5
kebanyakan bug gangguan,1
"Tampilannya bagus, mudah di gunakan, keren 👍",5
Sering sekali gangguan aplikasinya,3
